"Visitor.Unique.ID","Group.Type","Surveyor","Read.Available.Signage","Site.Name","Site.Type","Mode.of.Transport","Dwell.Time","Gender.Ratio.MtoF","Group.Size","totalActivities","totalimpacts","ObservableImpacts","prop.Act.HM","Prop.Imp.HM","Prop.Imp.HM.Binary.1","Prop.Imp.HM.Binary.2","highsImps","totalLowImp","Year.x","GlobalID","Length.Met","Year.y"
"Gtdf5","Under18","Gary Byrne","NA","Derrynane House","Highly Managed","ByFoot",NA,0.66666667, 12,7,2,1,0.4285714,0.5000000,1,1,1,1,"2017","{4467E0F1-3B55-4F98-BCFC-3D81FE0092AC}",1225.20,"2017"
"Gtdf6","Family","Gary Byrne","NA","Derrynane House","Highly Managed","ByFoot", 19,0.00000000,  2,3,1,1,0.0000000,0.0000000,0,1,0,1,"2017","{C1F6FD86-AF64-4363-96CB-01D34FF53970}", 719.14,"2017"
"Gtdf8","Couple","Gary Byrne","NA","Derrynane House","Highly Managed","ByFoot",NA,0.50000000,  2,3,1,1,0.0000000,0.0000000,0,1,0,1,"2017","{63AFFD02-72A4-4E66-A8D3-67207BACED2D}", 738.63,"2017"
"Gtdf9","Couple","Gary Byrne","NA","Derrynane House","Highly Managed","ByFoot",NA,0.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2017","{BC3A0AB2-654E-487C-B0B7-8B95959F46DE}", 736.99,"2017"
"Gti1","SmallAdultGroup","Gary Byrne","NA","Ce Mhachaire Ui Rabhartaigh","Beach Site","Car", 15,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2017","{9439F8EF-BB79-4AE9-91AD-322FA88A32DA}", 169.67,"2017"
"Gti3","IndividualAdult","Gary Byrne","NA","Ce Mhachaire Ui Rabhartaigh","Beach Site","Car", 12,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2017","{B339F578-204C-46A4-8CAD-5EB12614F3EA}",   3.68,"2017"
"Gti4","Couple","Gary Byrne","NA","Ce Mhachaire Ui Rabhartaigh","Beach Site","Car", 63,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2017","{6201381B-E5A5-4F14-A2AA-0495BD9F7695}", 832.62,"2017"
"Gti5","Couple","Gary Byrne","NA","Ce Mhachaire Ui Rabhartaigh","Beach Site","Car",  6,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2017","{F1E14132-F77E-4CF6-9A81-CA0092F118CE}",   3.56,"2017"
"Huhnb44","Couple","Nathan Boles","No","Mullaghmore Head","Beach Site","Caravan",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{C4DA38F4-97F5-4898-AE99-2E43A01D0A5C}",   4.74,"2018"
"Ipioc1","IndividualElderly","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 13,0.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","bea320bb-fec4-4397-8a81-6ac2665bed21", 608.78,"2019"
"Ipioc10","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",  9,0.40000000,  5,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","36eba403-f25f-4eed-888b-abbb01a49106", 249.36,"2019"
"Ipioc11","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,1.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","802cc022-d5f3-4592-b9cd-d9c09539f336", 453.00,"2019"
"Ipioc12","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 22,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","c4676f65-d0c7-4e37-a460-1baa6172aab2", 187.75,"2019"
"Ipioc13","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 16,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d0775931-bdb7-4187-9032-44e5e250db02", 498.78,"2019"
"Ipioc15","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  9,1.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b6594905-05c8-422f-83f7-bdf78a2e84fc", 503.27,"2019"
"Ipioc16","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",NA,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","3f45b8d8-d158-44b2-a8ad-2a5093587988", 449.94,"2019"
"Ipioc17","SmallAdultGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.75000000,  4,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","21eb151e-a3ec-455a-ab8b-849408192789", 589.24,"2019"
"Ipioc18","MixedSmallGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 13,0.75000000,  4,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1dbd4e28-df59-493f-9cf6-1b652ca2c60e", 408.48,"2019"
"Ipioc19","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e80647d5-44d2-4d4b-8865-1e09efc672fd", 406.91,"2019"
"Ipioc2","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  3,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","482634b4-7f8c-4201-ac69-470a2522251b", 408.09,"2019"
"Ipioc20","ElderlyCouple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","9395f055-5621-4567-9bb1-f01ab03a5886", 409.39,"2019"
"Ipioc21","Family","Ishla O'Connor","Yes","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.20000000,  5,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e3b6f590-275d-4095-a248-94f918eaa4e9", 420.21,"2019"
"Ipioc22","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",  4,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","3858abbc-2849-4699-a589-e539ef28b41e", 158.20,"2019"
"Ipioc24","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 12,0.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","8c46b048-de6a-43fc-8ef3-68f988b968b4", 453.66,"2019"
"Ipioc25","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 12,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","9ce5d49e-3626-4d13-984c-c3f76ea853a3", 258.74,"2019"
"Ipioc26","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  4,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","570abd66-cde0-4643-9003-5c6feabf9593", 407.51,"2019"
"Ipioc27","ElderlyCouple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","97bd671a-d976-4246-80a9-42ee1e21bb05", 454.91,"2019"
"Ipioc28","ElderlyCouple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","fed2bee9-fab0-45c9-9f5d-1d557b5dde83", 223.24,"2019"
"Ipioc29","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","a48e9d14-ba04-46e2-8c47-f32d257979c5", 439.76,"2019"
"Ipioc3","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",  8,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f02f487b-1ca0-422a-a3b9-9f077556e7f3", 309.23,"2019"
"Ipioc30","Under18","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 26,1.00000000,  5,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","362201fc-c778-49d3-a771-ca75bfd186ba", 423.78,"2019"
"Ipioc31","Couple","Ishla O'Connor","NA","Inishcrone Pier","Built Infrastructure","ByFoot",  8,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","00ffb0ff-23c7-44a8-812f-bfc7432b4c05", 332.62,"2019"
"Ipioc32","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","85066df6-f881-4b82-84b4-1301044d2374", 454.16,"2019"
"Ipioc33","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","4bcf6cc0-0ea8-4c72-8838-fc3a1e20de92", 408.94,"2019"
"Ipioc34","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","9e31ed2f-87f4-4b07-aec9-2f561014e79a", 489.99,"2019"
"Ipioc35","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.66666667,  9,2,0,0,0.5000000,0.0000000,0,0,0,0,"2019","fa50acfa-a20e-4e3f-96e6-a5dbb8e75dbe", 485.73,"2019"
"Ipioc36","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  7,1.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","88062b9a-7b29-4c5d-9f04-c9994156e9bf", 605.63,"2019"
"Ipioc37","IndividualElderly","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 13,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","259b30fe-9870-46ee-a018-44ce2abe7af7", 501.87,"2019"
"Ipioc38","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f6e81c2c-aa74-4efe-b602-5ba9d6b9dfcb", 122.77,"2019"
"Ipioc39","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","a98a3d74-855d-4bfd-ac2d-f97e8ac8e713", 486.49,"2019"
"Ipioc4","IndividualElderly","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 13,1.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","eb589fbc-f337-407a-825e-53cada3680b0", 699.04,"2019"
"Ipioc40","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",NA,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","6b07f846-dc01-4fa9-a999-bb7da0906cd1", 171.39,"2019"
"Ipioc41","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,1.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","7a7d2faa-3ffc-423e-ab5b-4cef6143e954",  50.74,"2019"
"Ipioc42","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 17,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","319a5e8a-3ad2-4e1b-993e-3d5b72faf013", 461.93,"2019"
"Ipioc43","SmallAdultGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.66666667,  3,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1f17eb22-50b3-4604-ba73-7189b113aa0b", 482.71,"2019"
"Ipioc44","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f9bbaad3-aa2d-488c-ad15-cafb74766056", 390.85,"2019"
"Ipioc46","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",NA,0.50000000,  4,3,1,1,0.3333333,1.0000000,1,0,1,0,"2019","9aec01da-ee9c-4187-9523-d4aa010c342b", 294.38,"2019"
"Ipioc47","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b3ddc90a-53e4-434b-a858-dc2651c635cb", 403.67,"2019"
"Ipioc48","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","a1987ab3-5c17-423d-85b6-366bcd5e519b", 439.04,"2019"
"Ipioc49","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",  8,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","300233aa-287e-4f77-9103-0b591e508952", 450.29,"2019"
"Ipioc5","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 17,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d2d6d081-a56f-4359-a505-68bdfeb5fc56", 452.42,"2019"
"Ipioc50","Under18","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,1.00000000,  3,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","0924e5ea-e28d-43b5-bf91-9cba8b0a43ea", 548.75,"2019"
"Ipioc51","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","de3dfa8a-bb02-4019-8524-23fa0e690c5b", 472.27,"2019"
"Ipioc53","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 13,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","feefc0cf-35f2-4491-91fe-23860b4e4207", 108.72,"2019"
"Ipioc54","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e420bca8-0dfd-4c4c-8249-f76fef585c4a", 397.12,"2019"
"Ipioc55","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  9,1.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5304af26-68db-4c65-be0b-4294895f0633", 414.99,"2019"
"Ipioc56","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",NA,0.75000000,  4,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f68cbf3c-eeee-4a19-857f-cdb7f2f6d89e", 229.05,"2019"
"Ipioc59","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5a1e08f0-540d-482a-b8a7-f2f1695e5a7c", 493.07,"2019"
"Ipioc6","IndividualElderly","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car",NA,1.00000000,  1,3,1,1,0.3333333,1.0000000,1,0,1,0,"2019","c337f2af-03ad-497b-8955-7872880c2a28", 656.36,"2019"
"Ipioc60","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e23ae091-3a19-4bb2-bfac-220ee572395f", 474.83,"2019"
"Ipioc61","Family","Ishla O'Connor","Yes","Inishcrone Pier","Built Infrastructure","ByFoot", 23,0.66666667,  3,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","3bb05fbe-d281-4532-8542-0f8040b24bbc", 749.50,"2019"
"Ipioc62","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 16,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","abc21299-f422-4bbb-9eb1-bfad28aebef1", 407.38,"2019"
"Ipioc63","MixedLargeGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 18,0.50000000,  6,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","dc66072f-004f-42f6-abe2-e29b21485d8f", 205.42,"2019"
"Ipioc64","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 12,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","06cbf7b3-511e-45d9-b088-473fc7593c04", 618.45,"2019"
"Ipioc65","ElderlyCouple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 15,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","277b41f9-d728-4770-8007-0c606326dd85", 428.84,"2019"
"Ipioc66","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 14,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1f7e798c-c6c8-4608-92ef-2420c27e8ad8", 408.25,"2019"
"Ipioc67","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 14,0.60000000,  5,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1142d4be-ba3f-44db-b265-698906a88cbf", 419.46,"2019"
"Ipioc68","ElderlyCouple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1f141aae-0cbc-45e0-98e5-271b7b623a01", 406.29,"2019"
"Ipioc69","MixedSmallGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 24,0.40000000,  5,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d948dabb-968a-4fd2-94c1-482e735d840c", 452.71,"2019"
"Ipioc7","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d9270425-7711-419d-95e5-60afce06a479", 414.26,"2019"
"Ipioc70","MixedSmallGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 19,0.40000000,  5,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","262469b8-8f5d-48a8-9cc1-e52dd64a9574", 469.85,"2019"
"Ipioc71","MixedLargeGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.45454545, 11,3,1,1,0.0000000,1.0000000,1,0,1,0,"2019","ad4f7466-2937-4371-a603-df42d253eb38",  60.70,"2019"
"Ipioc72","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","Car", 18,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","87b3e81c-4cf6-4b50-bd91-bbedfc2e642f", 921.18,"2019"
"Ipioc73","MixedOver18SmallGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d808a44b-d2a7-4cac-86fa-066263a98811", 414.21,"2019"
"Ipioc74","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","bf87a101-a0fe-4ed8-ab95-422fa6dffb1a", 409.75,"2019"
"Ipioc75","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 17,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f156157b-65dc-4072-84d3-7438d82b514c",1094.49,"2019"
"Ipioc76","SmallAdultGroup","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 15,0.66666667,  3,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","fbe355de-5f7a-474a-bdf2-9c4073652a5c", 540.38,"2019"
"Ipioc77","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  7,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f6f244a3-837c-411d-8e7a-ebeb96869859", 448.13,"2019"
"Ipioc78","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 18,0.40000000,  5,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","353bcac7-aa81-45f4-b164-84ecbbb30526", 466.56,"2019"
"Ipioc79","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 22,1.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","0da01777-0a04-4a60-bd8b-32ad4c35680d", 531.36,"2019"
"Ipioc8","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  6,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","ebac731c-ade0-4d88-a698-b8a3d6f7c360",  92.51,"2019"
"Ipioc80","Couple","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","6e3362a5-c68c-45ff-850c-f1e604397a1d", 418.35,"2019"
"Ipioc81","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 10,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","cc944c8a-29b7-4771-b52b-34c37a13d1b1", 396.10,"2019"
"Ipioc82","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 18,0.75000000,  4,4,1,1,0.0000000,1.0000000,1,0,1,0,"2019","2a6e154e-680f-45dc-a039-349b14511c55",  60.63,"2019"
"Ipioc83","Family","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot", 11,0.66666667,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","6f5af86e-f7fd-458e-b699-454a5218152d", 136.82,"2019"
"Ipioc9","IndividualAdult","Ishla O'Connor","No","Inishcrone Pier","Built Infrastructure","ByFoot",  8,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d97ea20c-871d-42c5-886f-0259c15594f9", 519.58,"2019"
"Ipkm10","ElderlyCouple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car",  7,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","fdb85567-92ec-44fb-ab75-c3b680d02616", 135.83,"2019"
"Ipkm11","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car",  5,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","4be37cf6-a649-4b1e-92f2-27f07199d4af", 142.14,"2019"
"Ipkm12","IndividualAdult","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car",  4,0.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e8ee20d8-d573-403a-848c-70a3212dc332", 176.67,"2019"
"Ipkm13","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car",  8,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d1acbf3e-ca0d-4983-b7e3-9a9b4016302e", 443.66,"2019"
"Ipkm14","Family","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 13,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","fe31a48e-47f4-4fdd-961c-bc64beb12cb1", 432.28,"2019"
"Ipkm15","Family","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 11,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","17566178-26cf-4522-b8f3-9964e2dd3ddf", 466.17,"2019"
"Ipkm16","ElderlyCouple","Karen Matthews","Yes","Inishcrone Pier","Built Infrastructure","Car", 15,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d0799c75-2d78-4862-be15-930d25730e06", 445.92,"2019"
"Ipkm17","ElderlyCouple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 16,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","72b728ca-df2a-42a5-9d2a-2eab9309bb6a", 493.89,"2019"
"Ipkm19","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 13,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d6c8545e-6d44-489d-bd9f-739b3ef507dd", 324.04,"2019"
"Ipkm2","IndividualAdult","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Bicycle",  5,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","3a6c88ca-8a6d-4f44-a7ba-762446221ce6", 360.94,"2019"
"Ipkm20","IndividualAdult","Karen Matthews","Yes","Inishcrone Pier","Built Infrastructure","Car", 11,0.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","4636e9bc-105d-45dc-a5a0-2c790a9b0bc0", 134.36,"2019"
"Ipkm21","Family","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 14,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1485c108-75f4-438a-8669-816fba1a2749", 335.55,"2019"
"Ipkm22","Family","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 11,0.66666667,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","0616aaaf-c35f-4443-b2ad-8930b4eaca2d", 138.33,"2019"
"Ipkm23","Couple","Karen Matthews","Yes","Inishcrone Pier","Built Infrastructure","Car", 12,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","cb41fb3f-57c9-4fd8-b829-cdd2a943a12c", 143.10,"2019"
"Ipkm24","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","ByFoot", 10,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","4ba0b295-d7f1-482c-b6b9-d2b7733d2984", 309.72,"2019"
"Ipkm25","Family","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Bicycle",  6,0.33333333,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","3cc0825e-c412-4ae7-9195-2b372d5631c5", 139.62,"2019"
"Ipkm26","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 13,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b75c535a-43e8-4a18-b06c-9c0501e8819d", 255.31,"2019"
"Ipkm27","IndividualAdult","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 11,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","9746daac-dab0-44fc-8d6f-acf490c1972f", 182.38,"2019"
"Ipkm28","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car",  6,0.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","11eecf43-40f5-4e74-8875-387e9938baa8", 127.94,"2019"
"Ipkm29","Couple","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","Car", 10,0.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f311e650-a152-4180-a132-318518724516", 129.22,"2019"
"Ipkm3","IndividualAdult","Karen Matthews","No","Inishcrone Pier","Built Infrastructure","ByFoot",  8,0.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","2fda3c70-cf07-42ed-ad8e-8ff3cc86e2b4", 155.58,"2019"
